Transaction ID,Date,Time,Items Purchased,Quantities,Total Price (INR),Payment Method
4483,2023-05-30,08:31,"Matcha Latte, Chocolate Milkshake, Vanilla Syrup","1, 1, 1",360,UPI
4484,2023-05-03,15:33,"Chocolate Chip Cookies, Chicken Caesar Wrap","2, 1",420,Cash
4485,2023-06-03,09:15,"Fresh Lemonade, Mocha, Chocolate Milkshake","1, 1, 2",620,Cash
4486,2023-04-01,18:12,"Veggie Hummus Wrap, Green Tea, Chocolate Fudge Cake","2, 1, 1",770,Card
4487,2023-02-19,13:39,"Lemon Tart, Quinoa Bowl, Latte","1, 2, 2",1090,Mobile Wallet
4488,2023-07-25,10:43,Lemon Tart,1,270,Card
4489,2023-11-07,16:05,"Grilled Cheese Sandwich, Cheesecake, Caramel Drizzle","2, 2, 1",970,Card
4490,2023-03-15,08:29,"Bagel with Cream Cheese, Soy Milk","2, 1",480,Cash
4491,2023-03-04,10:43,"Bagel with Cream Cheese, Vanilla Milkshake, Pancakes with Syrup, Vanilla Syrup","2, 2, 2, 1",1310,Cash
4492,2023-09-09,15:27,"Bagel with Cream Cheese, Vanilla Syrup","1, 1",250,Card
4493,2023-08-09,10:12,"Chocolate Fudge Cake, Omelet, Cold Brew, Soy Milk","2, 1, 2, 1",1040,Mobile Wallet
4494,2023-06-28,13:06,"Grilled Cheese Sandwich, Fresh Lemonade","1, 2",380,Mobile Wallet
4495,2023-11-24,14:11,"Chocolate Fudge Cake, Lemon Tart, Caramel Drizzle","2, 2, 1",1090,Card
4496,2023-05-12,16:47,"Latte, Caesar Salad, Oat Milk","1, 2, 1",650,Cash
4497,2023-05-24,12:23,"Avocado Toast, Nitro Cold Brew, Nitro Cold Brew, Vanilla Syrup","2, 2, 1, 1",1050,Cash
4498,2023-02-03,14:31,"Mocha, Chocolate Fudge Cake, Cappuccino, Soy Milk","2, 1, 1, 1",800,UPI
4499,2023-07-31,11:59,"Brownies, Vanilla Syrup","2, 1",270,Card
4500,2023-05-21,10:02,"Espresso, Vanilla Syrup","2, 1",230,Cash
4501,2023-07-12,17:54,"Green Tea, Almond Milk","1, 1",120,Cash
4502,2023-07-15,12:24,"Veggie Hummus Wrap, Greek Salad, Brownies, Vanilla Syrup","1, 2, 1, 1",810,Cash
4503,2023-01-09,13:05,Quinoa Bowl,1,240,UPI
4504,2023-10-29,12:14,"Flat White, Almond Milk","2, 1",360,Cash
4505,2023-07-31,09:43,"Pancakes with Syrup, Cheesecake, Strawberry Milkshake","2, 2, 1",1230,Mobile Wallet
4506,2023-06-07,20:10,Chocolate Fudge Cake,2,500,Card
4507,2023-04-12,17:48,"Brownies, Omelet, Caramel Drizzle","2, 2, 1",690,Cash
4508,2023-11-29,14:53,"Grilled Cheese Sandwich, Espresso","2, 2",560,Card
4509,2023-08-01,20:13,"Pancakes with Syrup, Bagel with Cream Cheese, Caramel Drizzle","2, 2, 1",990,Mobile Wallet
4510,2023-02-19,18:02,Cheesecake,2,560,Cash
4511,2023-03-03,20:18,"Cheesecake, Caramel Drizzle","2, 1",610,Cash
4512,2023-05-26,11:41,"Chocolate Chip Cookies, Brownies, Oat Milk","1, 2, 1",380,Card
4513,2023-10-31,19:35,"Nitro Cold Brew, Almond Milk","1, 1",220,Mobile Wallet
4514,2023-05-03,15:35,"Omelet, Greek Salad, Chicken Caesar Wrap, Almond Milk","1, 2, 1, 1",900,Mobile Wallet
4515,2023-01-26,13:08,"Chicken Caesar Wrap, Chocolate Fudge Cake, Green Tea","2, 2, 2",1100,Cash
4516,2023-01-16,14:22,Bagel with Cream Cheese,1,220,Cash
4517,2023-06-10,10:15,"Lemon Tart, Chocolate Milkshake, Caramel Drizzle","1, 2, 1",660,Cash
4518,2023-07-16,16:02,"Flat White, Lemon Tart","2, 2",860,UPI
4519,2023-07-01,11:11,"Seasonal Smoothie, Caramel Drizzle","2, 1",350,Mobile Wallet
4520,2023-03-23,16:21,"Flat White, Matcha Latte, Soy Milk","1, 1, 1",360,Card
4521,2023-05-22,14:23,"Pancakes with Syrup, Nitro Cold Brew, Espresso","1, 1, 1",530,Mobile Wallet
4522,2023-11-07,08:22,"Avocado Toast, Bagel with Cream Cheese","1, 2",680,UPI
4523,2023-11-05,11:22,Chocolate Fudge Cake,2,500,Cash
4524,2023-04-11,13:48,Americano,2,240,UPI
4525,2023-08-02,11:02,"Avocado Toast, Omelet, Americano","1, 2, 2",880,Card
4526,2023-10-01,09:15,"Seasonal Smoothie, Chocolate Fudge Cake, Americano, Almond Milk","1, 1, 1, 1",560,Card
4527,2023-02-12,19:25,"Lemon Tart, Vanilla Syrup","2, 1",570,UPI
4528,2023-06-06,14:31,"Chocolate Fudge Cake, French Toast, Chicken Caesar Wrap","2, 2, 1",1260,Card
4529,2023-08-21,19:01,"Lemon Tart, Matcha Latte, Grilled Cheese Sandwich","2, 2, 2",1220,Cash
4530,2023-01-01,20:43,"Americano, Avocado Toast, Soy Milk","1, 1, 1",400,Cash
4531,2023-07-09,16:01,"Cold Brew, French Toast, Greek Salad, Almond Milk","1, 2, 1, 1",950,Card
4532,2023-12-14,15:39,Bagel with Cream Cheese,2,440,Mobile Wallet
4533,2023-01-18,15:32,Espresso,1,100,UPI
4534,2023-12-10,10:32,French Toast,1,270,Mobile Wallet
4535,2023-05-07,10:59,"Grilled Cheese Sandwich, Vanilla Syrup","2, 1",390,Cash
4536,2023-02-15,09:45,"Quinoa Bowl, Iced Americano, Latte, Caramel Drizzle","2, 2, 2, 1",1130,Mobile Wallet
4537,2023-09-07,12:52,"Iced Tea (Peach), Pancakes with Syrup, Lemon Tart","1, 2, 1",880,Mobile Wallet
4538,2023-12-18,18:53,"Fresh Lemonade, Chocolate Fudge Cake, Veggie Hummus Wrap, Oat Milk","2, 2, 2, 1",1180,Cash
4539,2023-03-26,11:07,"Iced Tea (Peach), Pancakes with Syrup, Soy Milk","1, 2, 1",650,Mobile Wallet
4540,2023-06-04,11:44,"Grilled Cheese Sandwich, Avocado Toast, Greek Salad","2, 2, 1",1060,UPI
4541,2023-10-10,16:44,"Flat White, Brownies, Lemon Tart","1, 2, 2",940,Cash
4542,2023-09-11,10:51,"Chocolate Fudge Cake, Pancakes with Syrup, Soy Milk","2, 1, 1",790,Card
4543,2023-08-14,18:53,"Strawberry Milkshake, Vanilla Syrup","2, 1",370,Cash
4544,2023-03-27,14:55,"Masala Chai, Caramel Drizzle","1, 1",140,Mobile Wallet
4545,2023-08-18,13:45,"Seasonal Smoothie, Flat White, Cold Brew, Oat Milk","2, 2, 1, 1",810,Mobile Wallet
4546,2023-09-20,08:00,Cheesecake,2,560,Mobile Wallet
4547,2023-05-15,11:47,"Chicken Caesar Wrap, Cheesecake, Almond Milk","1, 1, 1",540,UPI
4548,2023-10-26,19:22,"Brownies, Oat Milk","1, 1",160,Cash
4549,2023-09-07,09:38,"French Toast, Veggie Hummus Wrap, Vanilla Syrup","2, 2, 1",1010,Card
4550,2023-11-20,08:06,"Cheesecake, Chicken Caesar Wrap, Oat Milk","1, 2, 1",760,Card
4551,2023-09-26,10:04,"Flat White, Veggie Hummus Wrap, Almond Milk","1, 1, 1",420,Mobile Wallet
4552,2023-04-30,17:26,"Omelet, Grilled Cheese Sandwich, Club Sandwich, Almond Milk","1, 1, 2, 1",820,Card
4553,2023-12-18,09:53,"Latte, Caesar Salad, Omelet","1, 1, 1",590,UPI
4554,2023-10-31,18:04,"Cold Brew, Brownies, Vanilla Syrup","2, 2, 1",570,UPI
4555,2023-04-26,18:15,"Masala Chai, Chocolate Fudge Cake, Chicken Caesar Wrap, Caramel Drizzle","1, 1, 2, 1",830,UPI
4556,2023-04-22,11:45,"Affogato, Vanilla Syrup","2, 1",430,UPI
4557,2023-03-01,10:09,Greek Salad,2,440,Mobile Wallet
4558,2023-11-01,10:52,"Strawberry Milkshake, Grilled Cheese Sandwich, Almond Milk","1, 1, 1",390,Cash
4559,2023-06-20,19:47,"Pancakes with Syrup, Affogato, Vanilla Syrup","1, 2, 1",680,Card
4560,2023-07-05,13:29,Bagel with Cream Cheese,1,220,Cash
4561,2023-05-05,15:46,"Iced Tea (Peach), Flat White","1, 1",270,Mobile Wallet
4562,2023-10-19,13:29,"Nitro Cold Brew, Avocado Toast","2, 1",600,Cash
4563,2023-10-11,17:20,"Bagel with Cream Cheese, Masala Chai, Club Sandwich, Caramel Drizzle","2, 2, 1, 1",870,UPI
4564,2023-06-04,19:43,"Mocha, Matcha Latte","1, 1",340,UPI
4565,2023-11-27,16:39,"Americano, Bagel with Cream Cheese, Iced Americano, Oat Milk","1, 2, 2, 1",860,Cash
4566,2023-03-01,12:55,"Chocolate Chip Cookies, Iced Americano, Chocolate Chip Cookies, Caramel Drizzle","2, 2, 2, 1",710,Mobile Wallet
4567,2023-06-24,16:53,"Bagel with Cream Cheese, Cold Brew, Seasonal Smoothie, Caramel Drizzle","2, 1, 1, 1",790,Mobile Wallet
4568,2023-12-17,09:00,Masala Chai,1,90,Cash
4569,2023-10-05,08:35,"Seasonal Smoothie, Caramel Drizzle","1, 1",200,Card
4570,2023-11-21,16:34,"Cheesecake, Soy Milk","1, 1",320,UPI
4571,2023-12-24,09:21,"French Toast, Veggie Hummus Wrap","2, 2",980,Card
4572,2023-02-21,13:13,"Americano, Pancakes with Syrup, Vanilla Syrup","2, 2, 1",770,Mobile Wallet
4573,2023-10-02,10:13,"Espresso, Affogato","1, 1",300,UPI
4574,2023-01-31,19:23,Pancakes with Syrup,1,250,UPI
4575,2023-06-04,19:13,"Seasonal Smoothie, Quinoa Bowl, Vanilla Syrup","1, 2, 1",660,Mobile Wallet
4576,2023-03-28,09:25,Chocolate Chip Cookies,2,200,UPI
4577,2023-12-09,10:47,"Cheesecake, Chocolate Chip Cookies, Cheesecake","2, 2, 1",1040,Card
4578,2023-12-30,14:42,Affogato,2,400,Mobile Wallet
4579,2023-10-28,20:18,"Iced Tea (Peach), Nitro Cold Brew, Oat Milk","1, 1, 1",330,Cash
4580,2023-09-25,12:53,"Greek Salad, French Toast, Strawberry Milkshake, Vanilla Syrup","1, 2, 1, 1",960,Mobile Wallet
4581,2023-06-05,11:11,"Pancakes with Syrup, Masala Chai, Vanilla Milkshake, Oat Milk","1, 1, 1, 1",550,Cash
4582,2023-05-20,19:44,"Seasonal Smoothie, Matcha Latte","2, 2",620,Cash
4583,2023-03-07,11:10,"Veggie Hummus Wrap, Greek Salad, Masala Chai, Vanilla Syrup","1, 2, 2, 1",870,Mobile Wallet
4584,2023-02-04,20:02,"Cheesecake, Espresso, Soy Milk","1, 2, 1",520,Mobile Wallet
4585,2023-06-23,12:34,"Affogato, Vanilla Milkshake, Omelet","1, 2, 1",740,Cash
4586,2023-09-19,14:59,Cheesecake,2,560,Cash
4587,2023-06-26,18:38,"Omelet, Grilled Cheese Sandwich, Chicken Caesar Wrap","1, 1, 1",600,Card
4588,2023-09-11,20:45,Pancakes with Syrup,1,250,UPI
4589,2023-11-21,16:30,"Lemon Tart, Lemon Tart","2, 1",810,Card
4590,2023-07-23,16:49,"Seasonal Smoothie, Fresh Lemonade, Greek Salad, Vanilla Syrup","2, 2, 1, 1",750,UPI
4591,2023-06-07,11:46,"Bagel with Cream Cheese, Latte","2, 2",780,Cash
4592,2023-07-22,16:28,"Flat White, Americano, Vanilla Syrup","2, 2, 1",590,UPI
4593,2023-04-02,10:55,"Avocado Toast, Americano, Latte","1, 1, 1",530,UPI
4594,2023-10-08,12:07,"Chicken Caesar Wrap, Seasonal Smoothie, Caesar Salad","1, 2, 1",740,UPI
4595,2023-03-09,18:27,"Chocolate Milkshake, Lemon Tart, Hot Chocolate","1, 1, 1",580,Card
4596,2023-08-09,20:55,French Toast,2,540,Mobile Wallet
4597,2023-10-09,12:33,"Cold Brew, Seasonal Smoothie","1, 2",450,Mobile Wallet
4598,2023-12-11,17:40,"Espresso, Americano, Vanilla Syrup","1, 1, 1",250,Cash
4599,2023-09-26,16:33,"Seasonal Smoothie, Chocolate Chip Cookies","1, 1",250,Cash
4600,2023-11-27,08:41,"Avocado Toast, Chocolate Fudge Cake, Cheesecake, Soy Milk","1, 1, 1, 1",810,UPI
4601,2023-10-02,12:11,"Omelet, Americano, Caesar Salad, Caramel Drizzle","1, 2, 2, 1",930,Mobile Wallet
4602,2023-04-19,10:29,"Chocolate Chip Cookies, Iced Tea (Peach), Chocolate Chip Cookies, Vanilla Syrup","1, 2, 1, 1",450,Cash
4603,2023-06-16,11:14,French Toast,2,540,Cash
4604,2023-06-01,09:20,"Strawberry Milkshake, Oat Milk","1, 1",210,Card
4605,2023-07-08,18:07,"Grilled Cheese Sandwich, Seasonal Smoothie, Cheesecake","1, 1, 2",890,UPI
4606,2023-03-15,13:48,"Flat White, Strawberry Milkshake","2, 1",490,Cash
4607,2023-06-22,09:31,"French Toast, Omelet, Avocado Toast","2, 1, 1",980,Mobile Wallet
4608,2023-05-12,08:12,"Omelet, Oat Milk","2, 1",440,Card
4609,2023-01-12,18:31,"French Toast, Chocolate Chip Cookies","2, 1",640,UPI
4610,2023-04-27,19:50,"Hot Chocolate, Caramel Drizzle","1, 1",190,Card
4611,2023-07-19,14:22,"Veggie Hummus Wrap, Mocha, Iced Americano","2, 2, 1",930,Card
4612,2023-11-22,15:50,"Chocolate Chip Cookies, Mocha, Iced Americano","2, 1, 1",510,Mobile Wallet
4613,2023-06-15,11:44,"Green Tea, Chocolate Chip Cookies, Hot Chocolate","2, 2, 1",500,Mobile Wallet
4614,2023-05-13,15:50,"Club Sandwich, Chocolate Chip Cookies","1, 2",400,Card
4615,2023-04-06,17:37,"Grilled Cheese Sandwich, Chocolate Chip Cookies","2, 1",460,Mobile Wallet
4616,2023-07-02,08:49,Cheesecake,2,560,UPI
4617,2023-03-05,14:04,"Fresh Lemonade, Oat Milk","2, 1",240,Mobile Wallet
4618,2023-08-15,18:19,"French Toast, Iced Tea (Peach)","1, 2",490,Mobile Wallet
4619,2023-03-29,11:55,Bagel with Cream Cheese,1,220,Mobile Wallet
4620,2023-09-05,12:10,"Omelet, Lemon Tart, Chocolate Fudge Cake, Almond Milk","2, 1, 1, 1",960,Card
4621,2023-09-02,14:19,"Caesar Salad, Vanilla Syrup","2, 1",470,Cash
4622,2023-08-28,08:59,"Chocolate Fudge Cake, Cheesecake, Caramel Drizzle","1, 2, 1",860,UPI
4623,2023-01-02,10:24,"Green Tea, Omelet","1, 2",480,Card
4624,2023-12-23,14:20,"Greek Salad, Chocolate Chip Cookies","1, 2",420,Cash
4625,2023-02-07,13:41,"Masala Chai, Chocolate Fudge Cake, French Toast","1, 2, 2",1130,Mobile Wallet
4626,2023-09-15,14:54,"Omelet, Omelet, Soy Milk","2, 1, 1",640,Card
4627,2023-10-04,09:44,"French Toast, Oat Milk","2, 1",580,Card
4628,2023-07-18,18:35,"Bagel with Cream Cheese, Chicken Caesar Wrap, Pancakes with Syrup, Vanilla Syrup","2, 2, 2, 1",1410,Mobile Wallet
4629,2023-03-07,13:29,Iced Tea (Peach),2,220,UPI
4630,2023-05-22,18:01,"Strawberry Milkshake, Oat Milk","2, 1",380,Card
4631,2023-11-11,11:37,"Cheesecake, Caesar Salad","1, 1",500,Mobile Wallet
4632,2023-06-02,15:47,"Fresh Lemonade, Latte, Lemon Tart, Oat Milk","1, 1, 2, 1",850,UPI
4633,2023-02-13,19:29,"Avocado Toast, Vanilla Milkshake, Caramel Drizzle","2, 2, 1",870,Card
4634,2023-06-30,20:41,"Brownies, Green Tea, Caramel Drizzle","1, 1, 1",250,UPI
4635,2023-02-22,11:42,"Grilled Cheese Sandwich, Omelet, Fresh Lemonade, Almond Milk","1, 2, 2, 1",820,Mobile Wallet
4636,2023-05-04,20:26,"Pancakes with Syrup, Vanilla Milkshake","2, 2",840,UPI
4637,2023-12-16,17:23,"Seasonal Smoothie, Flat White, Chocolate Fudge Cake, Caramel Drizzle","1, 2, 2, 1",1020,Card
4638,2023-02-17,11:52,"Fresh Lemonade, Quinoa Bowl, Caramel Drizzle","2, 2, 1",730,Mobile Wallet
4639,2023-10-22,17:19,"Bagel with Cream Cheese, Vanilla Syrup","1, 1",250,UPI
4640,2023-06-10,20:42,"French Toast, Bagel with Cream Cheese, Avocado Toast, Caramel Drizzle","1, 1, 2, 1",1020,Cash
4641,2023-11-29,14:33,"Hot Chocolate, Caramel Drizzle","2, 1",330,Card
4642,2023-09-23,20:41,Avocado Toast,1,240,UPI
4643,2023-07-18,16:05,"Americano, Mocha, Fresh Lemonade","1, 1, 1",400,Mobile Wallet
4644,2023-08-24,17:35,Omelet,1,200,Cash
4645,2023-10-17,13:36,"Chocolate Fudge Cake, Caesar Salad, Caramel Drizzle","2, 1, 1",770,Cash
4646,2023-07-07,12:22,"Greek Salad, Oat Milk","2, 1",480,UPI
4647,2023-11-28,11:12,"Mocha, French Toast, Matcha Latte","1, 1, 1",610,Card
4648,2023-10-26,08:36,"Chocolate Chip Cookies, Chocolate Chip Cookies","1, 2",300,Card
4649,2023-03-26,12:21,"Veggie Hummus Wrap, Almond Milk","2, 1",480,Card
4650,2023-02-11,19:38,"Lemon Tart, Caesar Salad, Chocolate Fudge Cake, Almond Milk","2, 1, 2, 1",1300,UPI
4651,2023-05-12,14:06,"Lemon Tart, Avocado Toast, Nitro Cold Brew","1, 2, 2",1110,Cash
4652,2023-01-11,09:21,"Bagel with Cream Cheese, Chocolate Fudge Cake, Espresso, Soy Milk","1, 1, 2, 1",710,Cash
4653,2023-04-18,10:20,"Iced Tea (Peach), Vanilla Milkshake","2, 2",560,UPI
4654,2023-05-06,18:05,"Chocolate Milkshake, Cheesecake, Lemon Tart","2, 2, 2",1440,Mobile Wallet
4655,2023-03-07,19:41,Chocolate Milkshake,2,340,UPI
4656,2023-08-16,08:30,"Chocolate Milkshake, Chocolate Chip Cookies, Americano","2, 2, 1",660,Mobile Wallet
4657,2023-11-18,12:11,"Strawberry Milkshake, Matcha Latte, Quinoa Bowl, Caramel Drizzle","2, 1, 2, 1",1030,Mobile Wallet
4658,2023-02-27,17:56,"Omelet, Fresh Lemonade, Greek Salad","1, 1, 1",520,Mobile Wallet
4659,2023-06-24,13:03,"Greek Salad, Bagel with Cream Cheese, Pancakes with Syrup","2, 1, 2",1160,Card
4660,2023-12-29,11:05,"Grilled Cheese Sandwich, Oat Milk","1, 1",220,Mobile Wallet
4661,2023-06-02,12:05,"Pancakes with Syrup, Caramel Drizzle","2, 1",550,Card
4662,2023-11-26,08:43,Veggie Hummus Wrap,1,220,UPI
4663,2023-05-15,08:59,"Chocolate Fudge Cake, Vanilla Syrup","2, 1",530,Mobile Wallet
4664,2023-06-23,16:47,"Chocolate Chip Cookies, Soy Milk","2, 1",240,Cash
4665,2023-12-29,11:32,"French Toast, Nitro Cold Brew, Matcha Latte","2, 1, 2",1040,Mobile Wallet
4666,2023-11-26,19:40,"Chocolate Milkshake, Chicken Caesar Wrap, Affogato, Almond Milk","2, 1, 1, 1",800,Card
4667,2023-05-11,18:46,"Pancakes with Syrup, Espresso","2, 2",700,Cash
4668,2023-08-27,15:21,Nitro Cold Brew,2,360,Card
4669,2023-02-05,17:47,"Chocolate Fudge Cake, Mocha, Almond Milk","1, 2, 1",650,Card
4670,2023-03-05,08:15,"Flat White, Avocado Toast, Greek Salad","2, 2, 2",1240,Card
4671,2023-09-30,16:41,"Americano, Cold Brew, Americano, Caramel Drizzle","1, 1, 1, 1",440,UPI
4672,2023-10-24,11:40,"Quinoa Bowl, Vanilla Syrup","1, 1",270,UPI
4673,2023-09-15,17:42,Lemon Tart,1,270,Mobile Wallet
4674,2023-08-08,15:06,"Cheesecake, Matcha Latte, Caesar Salad","1, 1, 2",880,Card
4675,2023-03-27,09:15,"Strawberry Milkshake, Oat Milk","2, 1",380,UPI
4676,2023-12-14,10:52,"Fresh Lemonade, Oat Milk","1, 1",140,Cash
4677,2023-07-24,14:57,"Grilled Cheese Sandwich, Oat Milk","1, 1",220,UPI
4678,2023-04-04,13:23,"Espresso, Cappuccino, Caramel Drizzle","1, 1, 1",300,Mobile Wallet
4679,2023-01-29,11:51,"Bagel with Cream Cheese, Soy Milk","1, 1",260,UPI
4680,2023-08-16,20:26,"Chocolate Milkshake, Chocolate Chip Cookies, Fresh Lemonade, Oat Milk","2, 1, 2, 1",680,UPI
4681,2023-02-11,15:57,"Iced Americano, Pancakes with Syrup, Bagel with Cream Cheese","2, 2, 1",980,Mobile Wallet
4682,2023-12-05,16:02,"Caesar Salad, Hot Chocolate, Bagel with Cream Cheese, Oat Milk","1, 1, 2, 1",840,Card
4683,2023-03-15,16:46,"Bagel with Cream Cheese, Vanilla Syrup","2, 1",470,Mobile Wallet
4684,2023-08-29,18:21,"Masala Chai, Vanilla Syrup","1, 1",120,Mobile Wallet
4685,2023-06-19,08:14,"Chicken Caesar Wrap, Grilled Cheese Sandwich, Oat Milk","2, 2, 1",840,Mobile Wallet
4686,2023-03-27,11:51,"Espresso, Grilled Cheese Sandwich, Soy Milk","2, 2, 1",600,Cash
4687,2023-12-06,14:02,"Flat White, Strawberry Milkshake, Quinoa Bowl","1, 1, 1",570,UPI
4688,2023-11-23,11:02,Brownies,2,240,Mobile Wallet
4689,2023-10-25,20:31,"Chocolate Chip Cookies, Seasonal Smoothie","1, 1",250,UPI
4690,2023-07-25,20:01,"Chocolate Milkshake, Vanilla Milkshake","1, 1",340,UPI
4691,2023-02-14,17:40,Caesar Salad,2,440,UPI
4692,2023-11-18,08:07,Greek Salad,1,220,Cash
4693,2023-02-17,17:30,"Chocolate Fudge Cake, Omelet, Vanilla Syrup","2, 2, 1",930,Cash
4694,2023-01-08,16:33,"French Toast, Espresso, Cold Brew, Almond Milk","1, 2, 2, 1",810,Card
4695,2023-02-11,14:46,"Avocado Toast, Greek Salad, Vanilla Milkshake","1, 1, 1",630,UPI
4696,2023-09-15,10:09,"Mocha, Bagel with Cream Cheese, Almond Milk","2, 2, 1",840,UPI
4697,2023-03-30,20:25,"Chicken Caesar Wrap, Vanilla Syrup","2, 1",470,Card
4698,2023-12-15,17:30,Quinoa Bowl,1,240,Card
4699,2023-05-14,15:41,"Greek Salad, Quinoa Bowl","2, 2",920,Card
4700,2023-10-25,19:25,"Masala Chai, Chocolate Milkshake, Oat Milk","1, 1, 1",300,Cash
4701,2023-01-02,09:07,"Brownies, Avocado Toast, Green Tea","1, 1, 2",520,UPI
4702,2023-10-23,09:37,Cheesecake,2,560,Card
4703,2023-09-01,19:12,Matcha Latte,2,320,Cash
4704,2023-10-05,19:51,"Brownies, Mocha, Chicken Caesar Wrap, Oat Milk","2, 1, 1, 1",680,UPI
4705,2023-02-09,19:23,"Chicken Caesar Wrap, Affogato, Veggie Hummus Wrap","1, 2, 2",1060,Card
4706,2023-09-02,16:05,"Lemon Tart, Espresso, Latte, Soy Milk","2, 1, 1, 1",850,Cash
4707,2023-12-09,10:50,Grilled Cheese Sandwich,1,180,Cash
4708,2023-04-04,14:11,"Espresso, Oat Milk","2, 1",240,Mobile Wallet
4709,2023-04-20,15:40,"Cheesecake, Quinoa Bowl, Soy Milk","1, 2, 1",800,Card
4710,2023-10-01,10:26,"Quinoa Bowl, Matcha Latte","2, 2",800,Card
4711,2023-04-16,09:57,"Club Sandwich, Masala Chai","1, 1",290,Mobile Wallet
4712,2023-03-17,13:24,"Club Sandwich, Pancakes with Syrup","2, 1",650,UPI
4713,2023-08-26,13:55,"Cold Brew, Oat Milk","2, 1",340,UPI
4714,2023-02-23,17:30,"Chocolate Fudge Cake, Oat Milk","1, 1",290,UPI
4715,2023-04-06,15:48,"Caesar Salad, Grilled Cheese Sandwich, Caramel Drizzle","1, 2, 1",630,Cash
4716,2023-08-27,15:03,"Chocolate Milkshake, Affogato, Vanilla Milkshake, Vanilla Syrup","2, 2, 2, 1",1110,Mobile Wallet
4717,2023-10-23,15:23,Chocolate Chip Cookies,2,200,UPI
4718,2023-09-18,09:40,"Iced Americano, Cheesecake, Caesar Salad, Oat Milk","1, 1, 1, 1",670,UPI
4719,2023-08-31,20:36,"Bagel with Cream Cheese, Flat White, Quinoa Bowl, Almond Milk","2, 1, 2, 1",1120,Card
4720,2023-01-26,14:34,"Chocolate Fudge Cake, Nitro Cold Brew, Grilled Cheese Sandwich","2, 2, 1",1040,UPI
4721,2023-09-28,08:35,"Americano, Hot Chocolate, Almond Milk","2, 1, 1",420,UPI
4722,2023-10-03,11:46,"Chocolate Fudge Cake, Omelet, Vanilla Syrup","2, 2, 1",930,UPI
4723,2023-02-06,11:52,"Strawberry Milkshake, Chocolate Chip Cookies, Oat Milk","2, 2, 1",580,Cash
4724,2023-10-05,10:59,"Grilled Cheese Sandwich, Chicken Caesar Wrap, Oat Milk","2, 1, 1",620,Mobile Wallet
4725,2023-03-22,08:31,"Fresh Lemonade, Flat White","2, 2",520,Mobile Wallet
4726,2023-11-21,10:20,"Avocado Toast, Omelet, Greek Salad","1, 2, 1",860,Card
4727,2023-10-02,14:13,"Masala Chai, French Toast, Caramel Drizzle","1, 2, 1",680,UPI
4728,2023-11-13,18:40,"Omelet, Vanilla Syrup","1, 1",230,Cash
4729,2023-05-06,20:53,"Strawberry Milkshake, Avocado Toast, Fresh Lemonade, Vanilla Syrup","1, 2, 1, 1",780,UPI
4730,2023-09-05,08:13,"Chicken Caesar Wrap, Omelet","1, 2",620,Cash
4731,2023-04-22,16:19,"Strawberry Milkshake, Grilled Cheese Sandwich, Chicken Caesar Wrap","1, 2, 1",750,Card
4732,2023-08-31,09:51,"Iced Americano, Chocolate Milkshake, Omelet, Soy Milk","2, 2, 2, 1",1040,UPI
4733,2023-12-28,08:26,"Omelet, Brownies, Lemon Tart","2, 2, 1",910,Mobile Wallet
4734,2023-01-21,10:35,Quinoa Bowl,1,240,Mobile Wallet
4735,2023-07-13,12:22,"Greek Salad, Flat White, Brownies","2, 2, 1",880,Cash
4736,2023-06-04,17:26,Cheesecake,1,280,UPI
4737,2023-07-27,09:43,"Bagel with Cream Cheese, Chicken Caesar Wrap, Omelet","1, 1, 1",640,Card
4738,2023-10-16,10:59,"Caesar Salad, Omelet, Caramel Drizzle","2, 1, 1",690,UPI
4739,2023-03-14,16:06,"Pancakes with Syrup, Americano, Greek Salad, Vanilla Syrup","2, 2, 1, 1",990,Card
4740,2023-06-24,15:04,"Cold Brew, Cheesecake","1, 2",710,Card
4741,2023-08-30,17:48,"Vanilla Milkshake, Masala Chai","2, 1",430,Mobile Wallet
4742,2023-12-09,17:48,Fresh Lemonade,1,100,Cash
4743,2023-11-10,20:47,"Avocado Toast, Chocolate Milkshake, Omelet, Caramel Drizzle","2, 1, 1, 1",900,Mobile Wallet
4744,2023-05-19,09:51,"Chocolate Milkshake, Almond Milk","2, 1",380,Card
4745,2023-07-08,13:32,"Veggie Hummus Wrap, Pancakes with Syrup, Espresso, Oat Milk","1, 2, 2, 1",960,Mobile Wallet
4746,2023-06-28,20:50,"Bagel with Cream Cheese, Lemon Tart, Lemon Tart, Oat Milk","1, 2, 1, 1",1070,Card
4747,2023-12-07,08:30,Hot Chocolate,1,140,Card
4748,2023-07-03,19:13,"Brownies, Masala Chai, Vanilla Syrup","2, 2, 1",450,Mobile Wallet
4749,2023-02-25,17:37,"Matcha Latte, Oat Milk","2, 1",360,UPI
4750,2023-05-26,08:06,"Grilled Cheese Sandwich, Club Sandwich, Chocolate Fudge Cake, Soy Milk","2, 1, 1, 1",850,Mobile Wallet
4751,2023-09-27,09:39,"Chocolate Fudge Cake, Iced Tea (Peach), Green Tea","1, 1, 2",520,Cash
4752,2023-02-21,19:10,Bagel with Cream Cheese,1,220,Mobile Wallet
4753,2023-09-01,10:40,"Bagel with Cream Cheese, Seasonal Smoothie, Caesar Salad, Almond Milk","2, 2, 2, 1",1220,Cash
